id,name,size,proof,abv,spirit_type,brand_id,popularity,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
4789,Rabbit Hole Heigold,750,95.0,47.5,Bourbon,573,200,62.47,68.60,66.99,988,97,254,637,397
4792,Elijah Craig Small Batch,750,94.0,47.0,Bourbon,2,100045,27.78,45.78,27.05,8025,799,1994,5232,34
4813,Maker's Mark 46 Cask Strength,750,110.0,55.0,Bourbon,333,200,58.97,79.52,81.29,1817,308,468,1041,220
4838,Jack Daniel's Single Barrel Rye,750,94.0,47.0,Rye,231,200,48.86,63.18,61.90,1168,111,275,782,330
4857,Bernheim Original Kentucky Straight Wheat Whiskey,750,90.0,45.0,Whiskey,916,1700,29.90,38.72,40.32,1047,120,275,652,372
4859,Tincup American Whiskey 10 Year,750,84.0,42.0,Whiskey,731,200,52.46,66.55,53.49,873,110,205,558,444
4864,Glenfiddich Single Malt Scotch Whiskey 12 Years,750,80.0,40.0,Scotch,335,1980,49.59,59.28,50.28,868,151,221,496,446
4905,Elmer T. Lee,750,90.0,45.0,Bourbon,700,100142,56.66,147.57,329.87,14337,3855,4955,5527,16
4948,Thomas H Handy,750,129.5,64.8,Rye,3684,100044,103.54,530.79,700.00,3440,1047,1162,1231,112
4952,Elijah Craig 18 Year Single Barrel,750,90.0,45.0,Bourbon,2,100078,136.40,236.83,282.16,8228,1366,2745,4117,32
4984,"E.H. Taylor, Jr. Small Batch",750,,50.0,Bourbon,210,100407,44.99,94.43,93.57,61777,8161,19475,34141,3
5029,Noble Oak Double Oak Bourbon,750,90.0,45.0,Bourbon,507,200,33.11,40.52,34.39,1027,82,302,643,384
5120,"E.H. Taylor, Jr. Single Barrel",750,,50.0,Bourbon,210,100206,73.76,166.45,135.14,20267,4889,5785,9593,11
5131,Jack Daniel's Single Barrel Barrel Proof,375,128.0,64.0,Whiskey,231,60,33.97,75.34,45.88,2163,159,627,1377,175
5151,Bulleit 12 Year Rye,750,92.0,46.0,Rye,415,100026,51.63,70.95,55.97,821,150,177,494,464
5155,Rittenhouse Rye,750,100.0,50.0,Rye,858,200,24.95,34.88,27.59,1095,92,267,736,352
5194,Michter's US1 Kentucky Straight Rye,750,84.8,42.4,Rye,405,200,43.01,70.36,54.99,3470,294,663,2513,109
5196,High West Bourye,750,92.0,46.0,Whiskey,350,80,80.58,86.76,85.66,1095,218,303,574,352
5208,Ancient Age,750,80.0,40.0,Bourbon,93,100,11.89,14.30,15.24,783,75,190,518,478
6462,Hendrick's Gin,750,88.0,44.0,Gins,1074,1996,37.97,40.56,39.13,884,116,310,458,441
7140,Buffalo Trace Bourbon Cream,750,30.0,15.0,Liqueurs,245,200,20.97,36.72,28.99,3357,140,729,2488,117
11035,Tito's Handmade Vodka,750,80.0,40.0,Vodka,1541,1860,19.64,22.79,22.18,1070,87,304,679,365
11663,Clase Azul Reposado,750,80.0,40.0,Tequila,1344,200,122.70,194.98,181.70,952,110,299,543,420
12112,Fortaleza Blanco Tequila,750,80.0,40.0,Tequila,1708,100035,48.41,89.15,53.81,1315,155,344,816,297
12152,Fortaleza Reposado Tequila,750,80.0,40.0,,0,0,57.95,110.20,62.58,761,107,177,477,497
12408,Don Julio 1942,750,,40.0,Tequila,1592,200,142.46,190.43,175.96,944,96,292,556,425
12843,Blanton's Straight from the Barrel,750,126.7,63.4,Bourbon,10,100104,149.98,269.23,241.66,7757,2573,2125,3059,38
12902,Calumet Farm 14 Year,750,96.2,48.1,Bourbon,769,1800,119.96,138.54,133.32,1379,304,411,664,289
13089,Elijah Craig Toasted Barrel,750,,47.0,Bourbon,430,100094,49.72,74.17,82.99,17328,2058,4696,10574,13
13266,Heaven Hill Bottled In Bond 7 Year,750,,50.0,Bourbon,430,100144,47.74,62.34,84.99,18850,1948,5366,11536,12
13347,Sagamore Spirit Rye Double Oak,750,96.6,48.3,Rye,3440,200,59.97,73.96,64.19,1518,208,316,994,266
13361,Brother's Bond Bourbon,750,80.0,40.0,Bourbon,1876,200,39.39,50.59,42.13,1098,84,309,705,350
13581,Four Roses 2020 Limited Edition Small Batch OESV,750,111.4,55.7,Bourbon,148,1700,174.97,276.44,518.25,752,438,195,119,496
13584,Jack Daniel's Single Barrel Rye Barrel Proof,750,,65.2,Rye,231,100035,67.47,99.92,412.99,5059,720,1138,3201,72
13667,Barrell Dovetail,750,125.2,62.6,Whiskey,146,200,87.46,89.05,87.66,1234,132,349,753,312
13668,Maker's Mark 101,750,101.0,50.5,Bourbon,333,100027,39.97,66.69,49.99,5428,786,1733,2909,67
13891,Blue Spot 7 Year Batch 3,700,,58.9,Whisky,8935,1800,109.99,152.28,304.49,962,178,355,429,413
13955,Rabbit Hole Cavehill,750,95.0,47.5,Bourbon,573,200,59.97,100.85,65.99,1722,133,474,1115,235
13979,Old Fitzgerald 14 Year - Fall 2020,750,100.0,50.0,Bourbon,234,1700,132.48,252.23,611.49,935,585,212,138,426
14147,Blanton's,375,93.0,46.5,Bourbon,10,0,31.99,53.88,84.99,2814,164,693,1957,135
14150,1792 Aged Twelve Years,750,96.6,48.3,Bourbon,42,100064,51.46,96.99,57.64,4503,902,1154,2447,83
14239,Ezra Brooks Cask Strength,750,120.0,60.0,Bourbon,324,200,52.46,75.43,53.46,1528,76,382,1070,264
14242,Wild Turkey 101 Rye,750,101.0,50.5,Rye,191,200,26.97,27.71,27.99,782,55,193,534,480
14303,Elijah Craig Barrel Proof Batch C917,750,131.0,65.5,Bourbon,2,1200,62.48,98.07,89.99,964,281,337,346,412
14409,Widow Jane Decadence,750,91.0,45.5,Whiskey,295,100062,84.97,127.96,146.31,3342,438,862,2042,118
15345,King Of Kentucky,750,125.8,62.9,Whiskey,6734,200,249.99,386.68,407.08,878,426,357,95,442
15946,Smoke Wagon Uncut Unfiltered Bourbon,750,116.0,58.0,Bourbon,2808,100029,64.99,107.24,147.89,9863,1450,2947,5466,26
15947,Smoke Wagon Small Batch Bourbon,750,,50.0,Bourbon,2808,1800,45.99,76.79,62.78,5648,862,1449,3337,65
15948,Smoke Wagon Bourbon,750,92.0,46.0,Bourbon,2808,1780,29.99,46.70,34.99,3444,465,819,2160,111
15965,Penelope Bourbon Four Grain,750,80.0,40.0,Bourbon,2817,1120,37.47,56.43,38.91,2045,198,511,1336,183
15966,Knob Creek 9 Year,750,100.0,50.0,Bourbon,189,100050,34.99,50.86,37.88,5436,666,1369,3401,66
15967,Horse Soldier Bourbon,750,86.0,43.0,Bourbon,3188,1900,53.47,77.69,53.58,1871,309,486,1076,211
15984,Old Forester 150th Anniversary,750,127.0,63.5,Bourbon,152,1998,150.00,270.36,512.47,2230,1020,904,306,170
15985,George Dickel 15 Year Single Barrel,750,105.0,52.5,Whiskey,486,1996,59.97,97.54,100.40,3114,441,1150,1523,126
15987,Alberta Premium Cask Strength,750,132.0,66.0,Rye,2824,1980,72.45,83.16,78.70,1252,196,457,599,306
15989,Maker's Mark 2021 Wood Finishing Series FAE-01,750,111.0,55.5,Bourbon,333,200,59.57,134.68,69.86,2186,314,631,1241,173
16050,Garrison Brothers Balmorhea Bourbon,750,115.0,57.5,Bourbon,3880,200,168.16,186.15,185.83,969,125,296,548,408
16078,Russell's Reserve 13 Years Bourbon,750,114.8,57.4,Bourbon,496,100064,109.97,246.23,264.99,7586,2297,2707,2582,41
16161,Blood Oath Pact No. 7,750,98.6,49.3,Whiskey,849,1980,99.99,251.00,249.99,2085,406,782,897,178
16248,Kirkland Signature Small Batch,1000,92.0,46.0,Bourbon,1118,0,27.99,29.38,33.55,985,30,200,755,399
16367,Kirkland Signature Bottled-in-Bond Bourbon Barton 1792,1000,100.0,50.0,Bourbon,1118,100030,36.00,52.41,31.39,1514,81,326,1107,268
16458,Castle & Key Restoration Rye,750,103.0,51.5,Rye,2983,600,42.99,44.06,47.26,831,49,195,587,459
16484,Calumet Farm 15 Year Single Rack Black,750,105.0,52.5,Bourbon,769,1960,129.98,158.66,149.99,3176,580,829,1767,124
16485,Lux Row Limited Edition Whiskey 12 Year,750,118.0,59.0,Whiskey,10099,1980,149.99,237.28,499.16,1073,245,405,423,363
16486,New Riff Bourbon Single Barrel Barrel Proof,750,110.0,55.0,Bourbon,254,200,55.14,67.62,61.66,1260,118,265,877,305
16502,George Remus Straight Bourbon Whiskey,750,94.0,47.0,Bourbon,586,200,39.96,44.94,40.10,930,95,257,578,427
16602,Sam Houston Bourbon 15 Year,750,103.0,51.5,Bourbon,499,200,129.99,140.00,138.33,1218,142,472,604,317
16613,Barrell Seagrass Rye Whiskey,750,118.4,59.2,Rye,146,200,87.46,94.18,90.06,2659,263,755,1641,144
16674,Old Fitzgerald 16 Year,750,100.0,50.0,Bourbon,234,1999,155.69,346.14,796.95,1642,1067,448,127,250
16679,Heaven Hill Old Style Bourbon 6 Year,750,90.0,45.0,Bourbon,430,1960,12.99,44.67,39.99,1099,231,350,518,349
16680,Evan Williams 12 Year Red Label,750,101.0,50.5,Bourbon,167,200,130.00,156.12,165.74,1191,167,386,638,323
16681,Blanton's Black,750,80.0,40.0,Bourbon,10,100033,199.99,294.28,224.73,3654,1729,848,1077,103
16682,Blanton's Red,750,93.0,46.5,Bourbon,10,100033,199.99,294.86,349.59,2317,1032,492,793,164
16693,Hibiki Japanese Harmony,750,,43.0,Blended Whisky,484,600,87.47,112.22,92.00,1558,183,406,969,261
16791,Colonel E.H. Taylor Warehouse C,750,100.0,50.0,Bourbon,210,200,73.97,475.05,1645.42,1180,528,553,99,326
16796,Crown Royal XR Extra Rare 18 Year,750,80.0,40.0,Canadian Whisky,182,200,137.47,176.59,147.06,1077,84,381,612,359
16879,Still Austin Bourbon The Musician,750,98.0,49.0,Bourbon,3145,600,45.99,62.70,57.24,947,139,227,581,423
16893,Bardstown Fusion Series No. 5,750,95.0,47.5,Bourbon,778,1980,59.99,87.89,65.99,1497,290,458,749,270
16960,Basil Hayden Toast,750,,40.0,Bourbon,330,600,51.63,71.49,58.94,3823,350,558,2915,98
16995,Bardstown Discovery Series No. 5,750,104.7,52.4,Bourbon,778,1980,134.97,167.84,192.61,838,291,299,248,458
17021,Little Book Chapter 5: The Invitation,750,117.0,58.5,Bourbon,823,1998,124.97,188.56,209.89,3102,882,1188,1032,127
17040,Horse Soldier Barrel Strength,750,115.0,57.5,Bourbon,3188,600,85.97,97.49,89.13,1241,152,333,756,308
17054,Buffalo Trace Kosher Bourbon Rye Recipe,750,94.0,47.0,Bourbon,245,600,39.99,109.08,128.37,1828,308,460,1060,219
17063,Yellowstone Limited Edition 2021,750,101.0,50.5,Bourbon,272,600,99.99,118.49,173.99,1050,211,395,444,371
17064,Jack Daniel's Bottled in Bond,1000,100.0,50.0,Whiskey,231,600,37.99,56.20,98.11,954,107,295,552,418
17068,Still Austin Cask Strength Bourbon,750,116.0,58.0,Bourbon,3145,100041,64.99,73.69,71.00,2173,269,479,1425,174
17089,Woodford Reserve Master's Collection Batch Proof 128.3,750,128.0,64.0,Bourbon,2004,1960,130.00,187.36,350.89,1973,779,603,591,195
17101,"Booker's 6 Year ""Tagalong Batch"" - 2021",750,,64.0,Bourbon,647,200,90.00,126.10,205.83,950,93,256,601,422
17126,Old Bardstown Bottled in Bond,750,100.0,50.0,Bourbon,820,200,19.99,22.16,23.67,854,67,196,591,450
17138,Remus Repeal Reserve V,750,100.0,50.0,Bourbon,586,1600,90.00,241.09,149.99,2004,406,741,857,188
17151,Rebel Cask Strength Single Barrel,750,120.0,60.0,Bourbon,3237,200,55.97,73.03,63.49,1525,107,356,1062,265
17153,Maker's Mark 2021 Wood Finishing Series FAE-02,750,109.0,54.5,Bourbon,333,1900,62.47,107.16,65.99,1895,348,527,1020,205
17156,George Remus Single Barrel,750,121.9,61.0,Bourbon,586,200,54.99,73.06,66.49,762,68,180,514,491
17158,Blue Note Crossroads,750,100.0,50.0,Bourbon,3068,200,40.99,55.93,44.16,1030,94,285,651,381
17164,Widow Jane Lucky Thirteen,750,99.0,49.5,Bourbon,295,200,90.00,132.77,126.83,1489,185,434,870,272
17176,Peerless Double Oak Bourbon,750,109.0,54.5,Bourbon,163,100057,88.97,120.88,148.49,3406,679,813,1914,116
17177,Wilderness Trail Small Batch Bourbon,750,,50.0,Bourbon,521,200,62.99,84.41,63.33,1409,144,358,907,283
17181,Booker’s Bourbon 2021-03 Bardstown Batch,750,127.0,63.5,Bourbon,647,200,89.99,166.78,229.99,1615,141,530,944,255
17210,Penelope Toasted Series,750,112.0,56.0,Bourbon,2817,200,69.97,89.16,94.99,2082,200,447,1435,179
17211,Blue Note Juke Joint Whiskey Uncut Unfiltered,750,122.0,61.0,Bourbon,3068,200,49.99,61.86,55.33,1852,215,320,1317,214
17213,Blue Run High Rye Bourbon,750,111.0,55.5,Bourbon,2820,1600,97.47,140.59,109.99,2048,248,557,1243,182
17214,Horse Soldier Small Batch,750,95.0,47.5,Bourbon,3188,800,71.73,76.79,74.56,1132,161,271,700,334
17221,Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond,750,100.0,50.0,Bourbon,445,200,79.99,105.90,117.59,1706,270,393,1043,241
17223,Blanton's Special Reserve,700,80.0,40.0,Bourbon,10,0,49.99,95.02,169.13,1119,352,298,469,341
17246,Benchmark Top Floor,750,86.0,43.0,Bourbon,3330,200,17.47,24.94,17.89,1571,130,338,1103,259
17247,Benchmark Bonded,750,100.0,50.0,Bourbon,3330,100029,19.97,27.30,23.19,2231,226,466,1539,169
17248,Benchmark Full Proof,750,125.0,62.5,Bourbon,3330,100037,21.47,33.47,25.99,4135,411,915,2809,90
17261,Wild Turkey Master's Keep One,750,101.0,50.5,Bourbon,191,200,177.49,254.64,374.05,806,206,288,312,472
17264,New Riff 6 Year Malted Rye,750,100.0,50.0,Rye,254,200,59.99,82.22,80.56,818,85,179,554,466
17293,Booker’s Bourbon 2021-04 Noe Strangers Batch,750,124.0,62.0,Bourbon,647,1800,89.99,164.51,109.99,1914,239,615,1060,202
17299,Frey Ranch Bourbon,750,90.0,45.0,Bourbon,3285,200,49.99,63.60,51.56,1271,201,285,785,302
17309,Elijah Craig Barrel Proof Batch C921,750,120.0,60.0,Bourbon,2,1200,69.97,109.18,79.99,1504,115,386,1003,269
17318,Jack Daniel's 10 Year,750,97.0,48.5,Whiskey,231,100039,84.95,179.31,274.97,4620,750,1344,2526,81
17319,Benchmark Select Casks Small Batch,750,90.0,45.0,Bourbon,3330,200,17.47,23.24,21.24,1213,131,238,844,318
17328,Elmer T Lee Commemorative Edition,750,93.0,46.5,Bourbon,700,1960,49.99,558.36,2044.82,1241,646,566,29,308
17354,George Dickel x Leopold Brothers Collaboration,750,100.0,50.0,Whiskey,486,1800,109.98,126.61,120.79,851,73,293,485,452
17355,Penelope Bourbon Barrel Strength Four Grain Batch 8,750,115.0,57.5,Bourbon,2817,1600,64.99,85.25,74.49,1799,347,434,1018,223
17356,Woodford Reserve Five-Malt Stouted Mash - 2021,750,,45.2,Bourbon,2004,200,129.99,144.78,189.16,789,73,277,439,476
17358,Jack Daniel's Coy Hill Single Barrel,750,148.0,74.0,Whiskey,231,1996,69.99,276.99,572.89,3855,1352,1960,543,97
17378,Elijah Craig Barrel Proof Batch B521,750,118.0,59.0,Bourbon,2,1200,69.97,83.14,122.66,980,82,232,666,403
17389,Redwood Empire Rocket Top BIB Rye,750,100.0,50.0,Rye,445,200,69.99,84.93,87.15,825,133,202,490,462
17397,Old Fitzgerald 8 Year - Spring 2021,750,100.0,50.0,Bourbon,234,1600,84.99,191.83,234.55,2302,1467,602,233,165
17399,Elijah Craig Barrel Proof Batch A121,750,124.0,62.0,Bourbon,2,1200,69.97,86.86,117.86,958,110,246,602,414
17420,Elijah Craig 1991 20 Year Single Barrel #42,750,,45.0,Bourbon,2,1960,159.99,831.74,2846.99,864,574,276,14,448
17435,"Knob Creek 12 Year Cask Strength ",750,121.0,60.5,Bourbon,189,100036,94.79,114.59,104.27,2265,720,683,862,167
17446,Penelope Bourbon Rosé Cask Finish,750,94.0,47.0,Bourbon,2817,200,67.47,90.03,71.39,1859,121,402,1336,212
17450,Benchmark Single Barrel,750,95.0,47.5,Bourbon,3330,100031,24.97,36.69,31.89,2460,232,524,1704,160
17500,Yellowstone Select Landmark Edition,750,93.0,46.5,Bourbon,272,200,39.97,45.48,43.59,755,27,180,548,495
17542,Rebel 10 Year Single Barrel,750,100.0,50.0,Bourbon,3237,200,74.25,131.05,106.13,1222,159,350,713,316
17547,Larceny Barrel Proof Batch C921,750,,61.3,Bourbon,587,200,49.99,64.12,106.49,894,69,246,579,436
17611,Widow Jane The Vaults 15 Year,750,99.0,49.5,Bourbon,295,1800,224.98,294.52,258.16,1000,379,260,361,390
17630,Kentucky Owl St. Patrick's Edition,750,,50.0,Bourbon,779,600,134.98,157.56,149.00,1776,135,596,1045,228
17632,Elijah Craig Barrel Proof Batch A122,750,121.0,60.5,Bourbon,2,1200,69.97,127.10,90.02,2292,214,602,1476,166
17644,Knob Creek 9 Year,1750,100.0,50.0,Bourbon,189,600,44.99,60.37,67.79,748,88,204,456,499
17688,Old Forester Rye Barrel Strength Single Barrel,750,,64.1,Rye,152,200,79.99,124.24,124.97,1877,226,502,1149,208
17776,Green River Bourbon DSP-KY-10,750,90.0,45.0,Bourbon,3445,600,34.99,47.06,34.99,1666,208,428,1030,245
17802,Stagg Jr. - Batch #17,750,128.7,64.4,Bourbon,3640,200,53.30,228.07,389.27,1795,166,580,1049,224
17862,Evan Williams Single Barrel Vintage 2013,750,86.6,43.3,Bourbon,167,600,28.75,33.13,46.25,956,95,204,657,417
17894,Castle & Key Small Batch Bourbon,750,98.0,49.0,Bourbon,2983,600,49.99,68.72,54.99,1874,185,487,1202,210
17898,Weller Special Reserve,1000,90.0,45.0,Bourbon,156,100039,29.99,71.65,79.45,2587,229,714,1644,151
17900,Smoke Wagon Straight Bourbon Halloween Edition,750,92.0,46.0,Bourbon,2808,200,39.99,42.55,40.59,760,24,178,558,492
17905,Angel's Envy Rye Caribbean Rum Cask,750,100.0,50.0,Rye,96,200,74.99,101.29,95.99,995,109,255,631,393
17921,Old Fitzgerald 17 Year,750,100.0,50.0,Bourbon,234,1000,109.99,350.74,1072.98,1197,518,397,282,322
17924,Heaven Hill 17 Year Heritage Collection 2022 Release,750,118.0,59.0,Bourbon,430,1600,274.99,646.78,1615.71,1230,510,501,219,313
17925,Basil Hayden Subtle Smoke,750,80.0,40.0,Bourbon,330,1400,52.47,65.03,60.99,1239,129,302,808,311
17951,Penelope Architect,750,104.0,52.0,Bourbon,2817,100030,62.48,87.86,66.00,4794,404,1100,3290,75
18002,Evan Williams Single Barrel Vintage 2014,750,86.6,43.3,Bourbon,167,200,28.75,55.34,135.11,778,44,157,577,483
18004,Orphan Barrel Fabel and Folly,750,90.0,45.0,Whiskey,261,200,149.97,207.06,168.99,1094,92,386,616,354
18042,Stagg Jr. - Batch #16,750,131.0,65.5,Bourbon,3640,200,53.30,139.68,367.16,781,67,237,477,481
18070,Blood Oath Pact No. 8,750,,49.3,Bourbon,849,1980,124.97,222.55,280.85,2623,438,889,1296,149
18075,Larceny Barrel Proof Batch A122,750,,62.2,Bourbon,587,1580,49.99,54.30,67.24,1200,152,317,731,321
18084,Blue Run 13 Year Old,750,95.0,47.5,Bourbon,2820,200,88.31,212.62,319.49,1354,97,354,903,292
18104,Weller 12 Year 1 Liter,1000,,45.0,Bourbon,156,0,54.47,177.50,379.66,1419,170,468,781,282
18110,Evan Williams Single Barrel Vintage 2012,750,86.6,43.3,Bourbon,167,600,28.75,35.19,39.02,1046,174,257,615,373
18138,Booker's Bourbon 2022-01 Ronnie’s Batch,750,124.0,62.0,Bourbon,647,200,89.99,116.24,194.99,1009,60,247,702,389
18184,Jack Daniel's Bonded,700,100.0,50.0,Whiskey,231,0,33.97,47.50,32.64,2598,104,650,1844,150
18185,Jack Daniel’s Triple Mash,700,100.0,50.0,Whiskey,231,0,36.48,46.87,59.99,1617,81,403,1133,254
18228,Larceny Barrel Proof Batch B522,750,,61.9,Bourbon,587,200,59.99,70.21,69.99,1120,54,280,786,340
18233,Elijah Craig Barrel Proof Batch B522,750,121.0,60.5,Bourbon,2,1200,72.47,113.91,89.97,1938,127,436,1375,200
18235,Calumet Farm 16 year Single Rack Black,750,106.0,53.0,Bourbon,769,200,129.99,167.89,154.49,2072,226,612,1234,180
18354,Booker’s Bourbon 2022-02 Lumberyard Batch,750,124.0,62.0,Bourbon,647,200,89.99,175.74,192.34,1779,123,470,1186,227
18355,Smoke Wagon Uncut the Younger,750,115.0,57.5,Bourbon,2808,200,46.99,65.50,51.69,1563,90,360,1113,260
18356,Stagg Jr. Batch 15,750,,65.6,Bourbon,8803,100036,53.30,249.20,263.45,840,157,184,499,457
18396,Ben Holladay Bottled in Bond Bourbon,750,100.0,50.0,Bourbon,3647,100027,59.98,75.46,67.99,2014,247,502,1265,187
18439,Four Roses Single Barrel Barrel Proof OESV,750,110.0,55.0,Bourbon,148,200,80.00,123.39,201.83,910,94,178,638,435
18440,Heaven’s Door Decade Series 10 Year Release 1,750,100.0,50.0,Bourbon,299,200,99.00,98.96,98.85,995,55,267,673,393
18508,Willett Wheated 8 Year,750,108.0,54.0,Bourbon,2986,100037,249.99,339.41,270.58,2463,324,998,1141,158
18517,Little Book Chapter 6: To The Finish,750,117.4,58.7,Bourbon,823,200,124.97,249.86,191.35,1613,100,473,1040,256
18521,Frank August Small Batch Bourbon,750,100.0,50.0,Bourbon,3794,200,68.99,95.06,77.16,986,113,247,626,398
18530,Knob Creek 18 Year Limited Edition,750,100.0,50.0,Bourbon,189,100060,163.31,227.89,254.14,4675,559,1411,2705,79
18708,High West Midwinter Nights Dram Act 10 Scene 1: The Encore,750,99.0,49.5,Rye,350,200,150.00,155.83,173.32,1052,107,374,571,370
18712,Elijah Craig Barrel Proof Batch C922,750,125.0,62.5,Bourbon,2,1200,69.97,107.50,79.99,1994,131,489,1374,189
18718,WhistlePig 6 Year Piggyback Bourbon,750,100.0,50.0,Bourbon,3549,200,49.97,77.54,52.82,1352,82,318,952,293
18767,Maker’s Mark 2022 Wood Finishing Series BRT-01,750,109.0,54.5,Bourbon,333,200,62.47,99.03,59.99,1556,66,385,1105,262
18768,Maker’s Mark 2022 Wood Finishing Series BRT-02,750,109.0,54.5,Bourbon,333,200,62.47,109.33,59.99,1667,76,412,1179,244
18778,Remus Repeal Reserve VI,750,100.0,50.0,Bourbon,586,1980,109.99,153.09,209.47,1704,261,498,945,242
18872,Old Forester Birthday Bourbon 2022,750,96.0,48.0,Bourbon,152,200,149.99,403.53,1046.42,844,273,289,282,455
18883,Barrell Vantage,750,114.0,57.0,Whiskey,146,200,87.46,95.43,91.49,1060,99,275,686,368
18939,Booker's Bourbon 2022-03 Kentucky Tea Batch,750,127.0,63.5,Bourbon,647,200,85.59,122.33,204.87,1379,57,354,968,289
19147,Jack Daniel’s Twice Barreled Special Release 2022 American Single Malt Finished in Oloroso Sherry Casks,750,107.3,53.7,Whiskey,231,200,70.00,113.08,242.32,973,165,261,547,406
19151,Stagg - Batch #18,750,131.0,65.5,Bourbon,3640,200,70.00,345.56,412.45,1815,87,584,1144,221
19223,Old Fitzgerald 19 Year - Fall 2022,750,100.0,50.0,Bourbon,234,200,239.97,438.87,1045.98,760,122,302,336,492
19465,Larceny Barrel Proof A123,750,126.0,63.0,Bourbon,587,1600,59.99,96.48,93.64,1629,122,416,1091,252
19466,Peerless Double Oak Rye,750,110.0,55.0,Rye,163,200,114.99,144.83,132.49,763,84,213,466,490
19499,Booker’s 2023-01 Charlie’s Batch,750,127.0,63.5,Bourbon,647,200,89.99,110.34,100.59,1384,38,376,970,287
19502,Ben Holladay Soft Red Wheat Rickhouse Proof,750,120.1,60.1,Bourbon,3647,100061,74.99,89.03,80.79,1719,331,333,1055,236
19503,Ben Holladay Soft Red Wheat Bottled in Bond,750,100.0,50.0,Bourbon,3647,100050,59.97,77.74,59.99,2709,285,633,1791,140
19526,Maker's Mark 2023 Wood Finishing Series BEP,750,110.0,55.0,Bourbon,333,200,67.47,117.43,64.99,2667,93,675,1899,143
19529,Stagg Batch 22B,750,,65.0,Bourbon,8803,200,55.00,270.44,293.49,1618,65,508,1045,253
19540,Bardstown Origin Series Bourbon,750,96.0,48.0,Bourbon,778,200,46.64,63.05,48.49,1518,165,296,1057,266
19546,Wild Turkey 12 Year,700,,50.5,Bourbon,191,100110,199.99,217.70,158.00,1295,440,270,585,300
19547,Jack Daniel’s 12 Year Tennessee Whiskey #1,750,107.0,53.5,Whiskey,231,100047,82.48,188.35,359.00,3658,874,1173,1611,102
19555,Redwood Empire Emerald Giant Cask Strength,750,117.0,58.5,Rye,445,200,70.00,81.07,78.59,821,114,160,547,464
19556,Kentucky Owl Takumi Edition,750,100.0,50.0,Bourbon,779,1800,142.48,145.32,147.18,1070,61,314,695,365
19559,Redwood Empire Pipe Dream Cask Strength,750,117.0,58.5,Bourbon,445,100031,70.00,103.14,75.89,1977,305,424,1248,194
19569,Redwood Empire Lost Monarch Cask Strength,750,117.0,58.5,Whiskey,445,200,70.00,86.22,79.58,867,116,174,577,447
19594,Thirteenth Colony Distilleries Southern Bourbon Whiskey,750,95.0,47.5,Bourbon,25,200,35.00,47.72,46.19,1045,85,280,680,376
19626,Bardstown Origin Series Bottled in Bond,750,100.0,50.0,Bourbon,778,100032,49.97,69.08,54.05,2125,247,468,1410,176
19658,Old Elk Cigar Cut,750,110.6,55.3,Bourbon,252,0,124.98,137.21,142.83,891,92,288,511,438
19720,Green River Wheated Sour Mash,750,90.0,45.0,Bourbon,3445,100041,35.00,45.61,35.99,2054,204,506,1344,181
19779,Evan Williams Single Barrel Vintage 2015,750,87.0,43.5,Bourbon,167,100030,55.00,60.70,40.04,1497,103,330,1064,270
19790,Penelope Bourbon Cooper Series - Valencia,750,98.0,49.0,Bourbon,2817,100044,89.99,108.79,79.99,1894,294,168,1432,206
19806,John J. Bowman Single Barrel Limited Edition,750,100.0,50.0,Bourbon,3248,100060,50.00,85.75,54.99,2774,421,554,1799,136
19807,Stagg - 23A,750,130.0,65.0,Bourbon,3640,200,69.99,170.80,271.65,1225,85,377,763,315
19811,Penelope Double Cask Finish - Rio,750,98.0,49.0,Bourbon,2817,200,90.00,139.16,286.64,752,150,266,336,496
19812,George T. Stagg 2022 Release,750,,69.4,Bourbon,352,1400,99.00,461.10,1251.59,811,279,234,298,469
19816,Russell's Reserve Bourbon Single Rickhouse,750,112.0,56.0,Bourbon,496,100070,250.00,354.85,650.00,1306,808,280,218,299
19819,Larceny Barrel Proof Batch B523,750,,62.2,Bourbon,587,200,59.00,79.14,69.39,1740,62,446,1232,232
19848,Blood Oath Pact No.9,750,98.0,49.0,Bourbon,849,1400,134.97,273.22,248.40,1663,139,485,1039,246
19851,Maker’s Mark French Oaked No. 46 Cask Strength 23-01,750,110.0,55.0,Bourbon,333,200,65.00,67.83,76.33,1359,70,364,925,291
19879,Stagg - 22A,750,132.0,66.0,Bourbon,3640,200,80.00,255.95,249.99,1751,114,541,1096,231
19883,Evan Williams Bottled in Bond Green Label,750,100.0,50.0,Bourbon,167,200,15.00,28.09,19.99,996,89,246,661,392
19971,Penelope 5 Year Toasted Barrel,750,,50.0,Bourbon,2817,100058,69.98,93.12,58.90,2754,270,616,1868,138
19975,Elijah Craig Barrel Proof Batch B523,750,124.0,62.0,Bourbon,2,200,72.47,115.23,69.99,1808,50,388,1370,222
20005,"Booker's 7 Year ""Apprentice Batch"" - 2023",750,,62.8,Bourbon,647,200,,105.83,114.39,1840,45,499,1296,216
20014,Woodford Reserve Master’s Collection Batch Proof 124.7,750,124.0,62.0,Bourbon,2004,200,139.97,161.80,156.07,1154,55,324,775,331
20206,Larceny Small Batch,750,,46.0,Bourbon,587,0,27.49,38.99,31.99,984,33,277,674,400
